response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0152,0.0013,0.0009,0.0000,0.0134,0.0002,200,0.0492
0.0153,0.0010,0.0007,0.0001,0.0140,0.0001,200,0.0496
0.0157,0.0010,0.0004,0.0001,0.0145,0.0000,200,0.0497
0.0159,0.0010,0.0008,0.0001,0.0148,0.0000,200,0.0497
0.0163,0.0010,0.0005,0.0001,0.0151,0.0000,200,0.0498
0.0165,0.0013,0.0006,0.0000,0.0152,0.0000,200,0.0496
0.0168,0.0011,0.0005,0.0000,0.0156,0.0000,200,0.0498
0.0185,0.0011,0.0007,0.0000,0.0170,0.0001,200,0.0495
0.0188,0.0052,0.0006,0.0000,0.0133,0.0001,200,0.0494
0.0186,0.0008,0.0006,0.0004,0.0172,0.0001,200,0.0497
0.0189,0.0011,0.0004,0.0001,0.0174,0.0000,200,0.0496
0.0193,0.0011,0.0007,0.0001,0.0178,0.0001,200,0.0493
0.0201,0.0007,0.0004,0.0002,0.0191,0.0001,200,0.0498
0.0205,0.0010,0.0006,0.0002,0.0191,0.0000,200,0.0494
0.0202,0.0005,0.0001,0.0001,0.0193,0.0000,200,0.0498
0.0096,0.0000,0.0000,0.0000,0.0095,0.0001,200,0.0974
0.0098,0.0000,0.0000,0.0000,0.0097,0.0001,200,0.0974
0.0102,0.0000,0.0000,0.0000,0.0101,0.0001,200,0.0972
0.0107,0.0000,0.0000,0.0000,0.0105,0.0001,200,0.0973
0.0109,0.0000,0.0000,0.0000,0.0108,0.0000,200,0.0973
0.0110,0.0000,0.0000,0.0000,0.0109,0.0000,200,0.0973
0.0116,0.0000,0.0000,0.0000,0.0113,0.0002,200,0.0975
0.0121,0.0000,0.0000,0.0000,0.0120,0.0001,200,0.0973
0.0123,0.0000,0.0000,0.0000,0.0122,0.0000,200,0.0974
0.0125,0.0000,0.0000,0.0000,0.0124,0.0001,200,0.0972
0.0124,0.0000,0.0000,0.0000,0.0123,0.0001,200,0.0975
0.0135,0.0000,0.0000,0.0000,0.0134,0.0000,200,0.0975
0.0135,0.0000,0.0000,0.0000,0.0134,0.0000,200,0.0976
0.0140,0.0000,0.0000,0.0000,0.0139,0.0001,200,0.0974
0.0142,0.0000,0.0000,0.0000,0.0140,0.0000,200,0.0973
0.0084,0.0000,0.0000,0.0000,0.0083,0.0001,200,0.1442
0.0093,0.0000,0.0000,0.0000,0.0092,0.0001,200,0.1443
0.0095,0.0000,0.0000,0.0000,0.0093,0.0001,200,0.1442
0.0096,0.0000,0.0000,0.0000,0.0095,0.0000,200,0.1441
0.0097,0.0000,0.0000,0.0000,0.0096,0.0001,200,0.1441
0.0099,0.0000,0.0000,0.0001,0.0097,0.0000,200,0.1440
0.0096,0.0000,0.0000,0.0001,0.0094,0.0001,200,0.1443
0.0100,0.0000,0.0000,0.0000,0.0098,0.0001,200,0.1442
0.0100,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.1442
0.0105,0.0000,0.0000,0.0000,0.0103,0.0001,200,0.1441
0.0119,0.0000,0.0000,0.0000,0.0118,0.0000,200,0.1441
0.0118,0.0000,0.0000,0.0001,0.0117,0.0000,200,0.1443
0.0119,0.0000,0.0000,0.0000,0.0117,0.0000,200,0.1442
0.0133,0.0000,0.0000,0.0000,0.0132,0.0000,200,0.1442
0.0145,0.0000,0.0000,0.0000,0.0144,0.0001,200,0.1443
0.0101,0.0000,0.0000,0.0000,0.0100,0.0001,200,0.1912
0.0104,0.0000,0.0000,0.0000,0.0101,0.0001,200,0.1909
0.0101,0.0000,0.0000,0.0000,0.0100,0.0001,200,0.1912
0.0108,0.0000,0.0000,0.0000,0.0107,0.0001,200,0.1912
0.0111,0.0000,0.0000,0.0000,0.0110,0.0000,200,0.1909
0.0119,0.0000,0.0000,0.0000,0.0117,0.0000,200,0.1910
0.0124,0.0000,0.0000,0.0000,0.0123,0.0001,200,0.1912
0.0125,0.0000,0.0000,0.0000,0.0123,0.0000,200,0.1912
0.0126,0.0000,0.0000,0.0000,0.0125,0.0000,200,0.1911
0.0129,0.0000,0.0000,0.0000,0.0127,0.0000,200,0.1911
0.0130,0.0000,0.0000,0.0000,0.0129,0.0001,200,0.1910
0.0144,0.0000,0.0000,0.0000,0.0143,0.0001,200,0.1912
0.0145,0.0000,0.0000,0.0000,0.0144,0.0001,200,0.1911
0.0478,0.0000,0.0000,0.0000,0.0477,0.0000,200,0.1912
0.0487,0.0000,0.0000,0.0000,0.0486,0.0001,200,0.1912
0.0079,0.0000,0.0000,0.0000,0.0077,0.0000,200,0.2389
0.0082,0.0000,0.0000,0.0000,0.0080,0.0000,200,0.2388
0.0088,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.2391
0.0101,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.2389
0.0101,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.2390
0.0104,0.0000,0.0000,0.0001,0.0102,0.0001,200,0.2388
