response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0089,0.0012,0.0006,0.0002,0.0073,0.0001,200,0.0837
0.0103,0.0013,0.0006,0.0001,0.0085,0.0001,200,0.0833
0.0110,0.0016,0.0011,0.0000,0.0088,0.0000,200,0.0832
0.0105,0.0014,0.0010,0.0001,0.0088,0.0001,200,0.0837
0.0111,0.0015,0.0005,0.0000,0.0093,0.0001,200,0.0834
0.0115,0.0014,0.0010,0.0000,0.0098,0.0001,200,0.0837
0.0120,0.0015,0.0009,0.0001,0.0104,0.0000,200,0.0833
0.0125,0.0012,0.0009,0.0004,0.0106,0.0001,200,0.0831
0.0125,0.0011,0.0008,0.0004,0.0110,0.0001,200,0.0835
0.0124,0.0014,0.0010,0.0000,0.0108,0.0001,200,0.0836
0.0122,0.0007,0.0003,0.0007,0.0107,0.0001,200,0.0838
0.0129,0.0015,0.0010,0.0000,0.0113,0.0001,200,0.0836
0.0428,0.0012,0.0008,0.0001,0.0412,0.0000,200,0.0835
0.0439,0.0013,0.0010,0.0001,0.0423,0.0001,200,0.0836
0.0447,0.0012,0.0008,0.0003,0.0429,0.0001,200,0.0833
0.0089,0.0000,0.0000,0.0000,0.0088,0.0001,200,0.1635
0.0091,0.0000,0.0000,0.0000,0.0090,0.0001,200,0.1634
0.0103,0.0000,0.0000,0.0000,0.0102,0.0001,200,0.1633
0.0113,0.0000,0.0000,0.0000,0.0112,0.0001,200,0.1635
0.0114,0.0000,0.0000,0.0000,0.0113,0.0001,200,0.1635
0.0128,0.0000,0.0000,0.0000,0.0126,0.0000,200,0.1633
0.0394,0.0000,0.0000,0.0000,0.0393,0.0001,200,0.1635
0.0405,0.0000,0.0000,0.0000,0.0403,0.0001,200,0.1634
0.0408,0.0000,0.0000,0.0000,0.0407,0.0001,200,0.1633
0.0409,0.0000,0.0000,0.0000,0.0406,0.0001,200,0.1632
0.0423,0.0000,0.0000,0.0000,0.0421,0.0001,200,0.1633
0.0448,0.0000,0.0000,0.0000,0.0446,0.0001,200,0.1634
0.0469,0.0000,0.0000,0.0000,0.0468,0.0001,200,0.1635
0.0503,0.0000,0.0000,0.0000,0.0502,0.0001,200,0.1635
0.0617,0.0000,0.0000,0.0000,0.0616,0.0001,200,0.1634
0.0081,0.0000,0.0000,0.0000,0.0079,0.0001,200,0.2427
0.0086,0.0000,0.0000,0.0000,0.0084,0.0001,200,0.2425
0.0087,0.0000,0.0000,0.0000,0.0086,0.0001,200,0.2424
0.0097,0.0000,0.0000,0.0000,0.0096,0.0001,200,0.2426
0.0100,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.2424
0.0112,0.0000,0.0000,0.0000,0.0111,0.0001,200,0.2426
0.0125,0.0000,0.0000,0.0000,0.0123,0.0001,200,0.2425
0.0421,0.0000,0.0000,0.0001,0.0420,0.0001,200,0.2425
0.0421,0.0000,0.0000,0.0000,0.0421,0.0000,200,0.2425
0.0430,0.0000,0.0000,0.0000,0.0429,0.0001,200,0.2426
0.0435,0.0000,0.0000,0.0000,0.0433,0.0000,200,0.2425
0.0459,0.0000,0.0000,0.0000,0.0458,0.0001,200,0.2425
0.0464,0.0000,0.0000,0.0000,0.0462,0.0001,200,0.2427
0.0467,0.0000,0.0000,0.0000,0.0464,0.0001,200,0.2425
0.0761,0.0000,0.0000,0.0000,0.0760,0.0001,200,0.2426
0.0087,0.0000,0.0000,0.0000,0.0086,0.0001,200,0.3223
0.0084,0.0000,0.0000,0.0000,0.0082,0.0001,200,0.3226
0.0094,0.0000,0.0000,0.0000,0.0093,0.0001,200,0.3223
0.0116,0.0000,0.0000,0.0000,0.0115,0.0001,200,0.3226
0.0410,0.0000,0.0000,0.0000,0.0408,0.0001,200,0.3224
0.0412,0.0000,0.0000,0.0000,0.0411,0.0000,200,0.3225
0.0418,0.0000,0.0000,0.0000,0.0416,0.0001,200,0.3224
0.0427,0.0000,0.0000,0.0000,0.0425,0.0000,200,0.3225
0.0451,0.0000,0.0000,0.0000,0.0449,0.0001,200,0.3224
0.0479,0.0000,0.0000,0.0000,0.0478,0.0001,200,0.3224
0.0480,0.0000,0.0000,0.0000,0.0478,0.0001,200,0.3224
0.0479,0.0000,0.0000,0.0000,0.0478,0.0001,200,0.3225
0.0490,0.0000,0.0000,0.0000,0.0489,0.0001,200,0.3222
0.0512,0.0000,0.0000,0.0000,0.0511,0.0001,200,0.3224
0.0512,0.0000,0.0000,0.0000,0.0511,0.0001,200,0.3224
0.0085,0.0000,0.0000,0.0000,0.0082,0.0001,200,0.4020
0.0094,0.0000,0.0000,0.0000,0.0093,0.0001,200,0.4022
0.0106,0.0000,0.0000,0.0000,0.0105,0.0001,200,0.4022
0.0118,0.0000,0.0000,0.0000,0.0115,0.0001,200,0.4022
0.0430,0.0000,0.0000,0.0000,0.0429,0.0001,200,0.4023
0.0432,0.0000,0.0000,0.0000,0.0430,0.0000,200,0.4022
0.0431,0.0000,0.0000,0.0001,0.0429,0.0001,200,0.4023
0.0440,0.0000,0.0000,0.0000,0.0438,0.0001,200,0.4021
0.0444,0.0000,0.0000,0.0000,0.0443,0.0001,200,0.4022
0.0468,0.0000,0.0000,0.0000,0.0466,0.0001,200,0.4020
0.0473,0.0000,0.0000,0.0000,0.0472,0.0001,200,0.4021
0.0489,0.0000,0.0000,0.0000,0.0487,0.0001,200,0.4021
0.0503,0.0000,0.0000,0.0000,0.0502,0.0001,200,0.4023
0.0617,0.0000,0.0000,0.0000,0.0616,0.0001,200,0.4022
0.0692,0.0000,0.0000,0.0000,0.0690,0.0001,200,0.4022
0.0087,0.0000,0.0000,0.0000,0.0086,0.0000,200,0.4819
0.0088,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.4820
0.0096,0.0000,0.0000,0.0000,0.0094,0.0001,200,0.4820
0.0100,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.4819
0.0104,0.0000,0.0000,0.0000,0.0102,0.0001,200,0.4817
0.0113,0.0000,0.0000,0.0000,0.0111,0.0001,200,0.4820
0.0127,0.0000,0.0000,0.0000,0.0125,0.0000,200,0.4819
0.0128,0.0000,0.0000,0.0001,0.0126,0.0001,200,0.4819
0.0133,0.0000,0.0000,0.0000,0.0132,0.0001,200,0.4818
0.0446,0.0000,0.0000,0.0001,0.0444,0.0001,200,0.4817
0.0460,0.0000,0.0000,0.0000,0.0456,0.0001,200,0.4819
0.0465,0.0000,0.0000,0.0001,0.0463,0.0001,200,0.4820
0.0467,0.0000,0.0000,0.0000,0.0465,0.0001,200,0.4820
0.0468,0.0000,0.0000,0.0000,0.0467,0.0001,200,0.4819
0.0495,0.0000,0.0000,0.0000,0.0493,0.0001,200,0.4819
0.0086,0.0000,0.0000,0.0001,0.0085,0.0001,200,0.5621
0.0101,0.0000,0.0000,0.0000,0.0100,0.0001,200,0.5618
0.0100,0.0000,0.0000,0.0000,0.0098,0.0001,200,0.5619
0.0104,0.0000,0.0000,0.0000,0.0103,0.0001,200,0.5621
0.0120,0.0000,0.0000,0.0000,0.0119,0.0001,200,0.5621
0.0122,0.0000,0.0000,0.0000,0.0120,0.0001,200,0.5621
0.0122,0.0000,0.0000,0.0000,0.0121,0.0001,200,0.5621
0.0123,0.0000,0.0000,0.0000,0.0122,0.0001,200,0.5620
0.0380,0.0000,0.0000,0.0001,0.0379,0.0001,200,0.5619
0.0418,0.0000,0.0000,0.0000,0.0417,0.0001,200,0.5620
0.0445,0.0000,0.0000,0.0000,0.0444,0.0001,200,0.5619
0.0480,0.0000,0.0000,0.0000,0.0479,0.0001,200,0.5619
0.0496,0.0000,0.0000,0.0000,0.0495,0.0001,200,0.5620
0.0509,0.0000,0.0000,0.0000,0.0506,0.0002,200,0.5621
0.0641,0.0000,0.0000,0.0001,0.0639,0.0001,200,0.5618
0.0083,0.0000,0.0000,0.0001,0.0081,0.0001,200,0.6416
0.0091,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.6413
0.0094,0.0000,0.0000,0.0000,0.0093,0.0000,200,0.6414
0.0125,0.0000,0.0000,0.0000,0.0123,0.0001,200,0.6414
0.0126,0.0000,0.0000,0.0000,0.0124,0.0001,200,0.6414
0.0125,0.0000,0.0000,0.0000,0.0124,0.0001,200,0.6415
0.0131,0.0000,0.0000,0.0001,0.0129,0.0001,200,0.6414
0.0131,0.0000,0.0000,0.0000,0.0130,0.0001,200,0.6414
0.0398,0.0000,0.0000,0.0000,0.0396,0.0001,200,0.6415
0.0441,0.0000,0.0000,0.0000,0.0439,0.0001,200,0.6414
0.0452,0.0000,0.0000,0.0000,0.0451,0.0001,200,0.6413
0.0450,0.0000,0.0000,0.0000,0.0449,0.0000,200,0.6415
0.0450,0.0000,0.0000,0.0000,0.0449,0.0001,200,0.6416
0.0461,0.0000,0.0000,0.0000,0.0460,0.0001,200,0.6416
0.0831,0.0000,0.0000,0.0000,0.0830,0.0001,200,0.6415
0.0077,0.0000,0.0000,0.0000,0.0076,0.0001,200,0.7215
0.0098,0.0000,0.0000,0.0001,0.0096,0.0001,200,0.7214
0.0103,0.0000,0.0000,0.0000,0.0101,0.0001,200,0.7214
0.0112,0.0000,0.0000,0.0000,0.0111,0.0001,200,0.7213
0.0085,0.0000,0.0000,0.0000,0.0084,0.0001,200,0.7246
0.0121,0.0000,0.0000,0.0000,0.0120,0.0001,200,0.7212
0.0451,0.0000,0.0000,0.0000,0.0449,0.0001,200,0.7214
0.0451,0.0000,0.0000,0.0000,0.0449,0.0001,200,0.7215
0.0467,0.0000,0.0000,0.0000,0.0465,0.0001,200,0.7214
0.0489,0.0000,0.0000,0.0000,0.0487,0.0001,200,0.7214
0.0493,0.0000,0.0000,0.0000,0.0492,0.0001,200,0.7213
0.0504,0.0000,0.0000,0.0000,0.0503,0.0001,200,0.7213
0.0511,0.0000,0.0000,0.0000,0.0510,0.0001,200,0.7213
0.0512,0.0000,0.0000,0.0000,0.0511,0.0000,200,0.7215
0.0079,0.0000,0.0000,0.0000,0.0078,0.0001,200,0.8013
0.0097,0.0000,0.0000,0.0000,0.0095,0.0001,200,0.8014
0.0105,0.0000,0.0000,0.0000,0.0101,0.0001,200,0.8013
0.0114,0.0000,0.0000,0.0000,0.0108,0.0001,200,0.8012
0.0113,0.0000,0.0000,0.0000,0.0110,0.0001,200,0.8013
0.0115,0.0000,0.0000,0.0000,0.0113,0.0001,200,0.8011
0.0917,0.0000,0.0000,0.0000,0.0916,0.0001,200,0.7213
0.0131,0.0000,0.0000,0.0000,0.0128,0.0000,200,0.8012
0.0131,0.0000,0.0000,0.0000,0.0127,0.0001,200,0.8012
0.0134,0.0000,0.0000,0.0000,0.0132,0.0001,200,0.8013
0.0409,0.0000,0.0000,0.0000,0.0406,0.0001,200,0.8013
0.0450,0.0000,0.0000,0.0000,0.0449,0.0001,200,0.8014
0.0474,0.0000,0.0000,0.0000,0.0472,0.0001,200,0.8013
0.0476,0.0000,0.0000,0.0000,0.0474,0.0000,200,0.8012
0.0492,0.0000,0.0000,0.0001,0.0489,0.0001,200,0.8016
0.0609,0.0000,0.0000,0.0000,0.0607,0.0001,200,0.8130
0.0085,0.0000,0.0000,0.0000,0.0081,0.0001,200,0.8813
0.0088,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.8816
0.0116,0.0000,0.0000,0.0000,0.0115,0.0001,200,0.8814
0.0417,0.0000,0.0000,0.0000,0.0414,0.0001,200,0.8813
0.0418,0.0000,0.0000,0.0000,0.0415,0.0001,200,0.8813
0.0424,0.0000,0.0000,0.0000,0.0419,0.0000,200,0.8814
0.0434,0.0000,0.0000,0.0000,0.0433,0.0001,200,0.8815
