phase,algo,servers,load_frac,load_pct,target_qps,host,server_index,timestamp,elapsed_s,host_cpu_pct
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T11:39:35,32.053,10.67157313707452
1,prequal,20,0.75,75,1125,bhost1,1,2026-07-08T11:39:35,32.053,16.531514928123848
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T11:39:35,32.053,21.049743964886613
1,prequal,20,0.75,75,1125,bhost3,3,2026-07-08T11:39:35,32.053,16.675839295542104
1,prequal,20,0.75,75,1125,bhost4,4,2026-07-08T11:39:35,32.053,29.59518599562363
1,prequal,20,0.75,75,1125,bhost2,2,2026-07-08T11:39:35,32.053,30.973289425539697
1,prequal,20,0.75,75,1125,bhost8,8,2026-07-08T11:39:35,32.053,29.517519721152084
1,prequal,20,0.75,75,1125,bhost5,5,2026-07-08T11:39:35,32.053,17.112005856515378
1,prequal,20,0.75,75,1125,bhost9,9,2026-07-08T11:39:35,32.053,17.47430249632893
1,prequal,20,0.75,75,1125,bhost6,6,2026-07-08T11:39:35,32.053,30.72945521698984
1,prequal,20,0.75,75,1125,bhost16,16,2026-07-08T11:39:35,32.053,31.12937129753488
1,prequal,20,0.75,75,1125,bhost14,14,2026-07-08T11:39:35,32.053,30.317521040550876
1,prequal,20,0.75,75,1125,bhost15,15,2026-07-08T11:39:35,32.053,16.199616122840688
1,prequal,20,0.75,75,1125,bhost11,11,2026-07-08T11:39:35,32.053,16.545148625911388
1,prequal,20,0.75,75,1125,bhost18,18,2026-07-08T11:39:35,32.053,28.593242985302535
1,prequal,20,0.75,75,1125,bhost13,13,2026-07-08T11:39:35,32.053,19.141221374045802
1,prequal,20,0.75,75,1125,bhost19,19,2026-07-08T11:39:35,32.053,17.486651411136535
1,prequal,20,0.75,75,1125,bhost12,12,2026-07-08T11:39:35,32.053,26.925281865086948
1,prequal,20,0.75,75,1125,bhost20,20,2026-07-08T11:39:35,32.053,29.52452546513813
1,prequal,20,0.75,75,1125,bhost17,17,2026-07-08T11:39:35,32.053,18.274302938960062
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T11:39:41,38.695,11.039320657190322
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T11:39:41,38.695,21.5971966064183
