phase,algo,servers,load_frac,load_pct,probe_rate,probe_label,effective_async_probes,target_qps,workers,bin_seconds,bin_index,timestamp,elapsed_s,p50_us,p90_us,p99_us,p99_9_us,avg_us,total_responses,ok_responses,error_responses,response_qps,error_qps,status_dist
3,prequal,20,1.5,150,2.0,2,2,750,30,5,18,2026-07-06T07:32:06.797,659.043,12400.0,47900.0,57700.0,91300.0,19319.87693953986,3738,3738,0,747.6,0.0,"{""200"": 3738}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,19,2026-07-06T07:32:11.797,664.043,12400.0,48300.0,56700.0,83500.0,19571.279443254818,3736,3736,0,747.2,0.0,"{""200"": 3736}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,20,2026-07-06T07:32:16.797,669.043,12200.0,48700.0,61100.0,92500.0,19496.30225080386,3732,3732,0,746.4,0.0,"{""200"": 3732}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,21,2026-07-06T07:32:21.797,674.043,12300.0,48200.0,58500.0,90600.0,19579.764453961456,3736,3736,0,747.2,0.0,"{""200"": 3736}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,22,2026-07-06T07:32:26.797,679.043,12300.0,48300.0,60900.0,85200.0,19422.766185125736,3738,3738,0,747.6,0.0,"{""200"": 3738}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,23,2026-07-06T07:32:31.797,684.043,12300.0,47800.0,60700.0,90500.0,19398.57984994641,3732,3732,0,746.4,0.0,"{""200"": 3732}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,24,2026-07-06T07:32:36.797,689.043,12300.0,48200.0,58300.0,87900.0,19606.66845206213,3734,3734,0,746.8,0.0,"{""200"": 3734}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,25,2026-07-06T07:32:41.797,694.043,12400.0,48400.0,60600.0,87700.0,19593.17269076305,3735,3735,0,747.0,0.0,"{""200"": 3735}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,26,2026-07-06T07:32:46.797,699.043,12300.0,48500.0,64299.99999999999,91400.0,19701.906040268455,3725,3725,0,745.0,0.0,"{""200"": 3725}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,27,2026-07-06T07:32:51.797,704.043,12400.0,48400.0,59200.0,85900.0,19740.792291220558,3736,3736,0,747.2,0.0,"{""200"": 3736}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,28,2026-07-06T07:32:56.797,709.043,12500.0,48100.0,59600.0,91200.0,19451.24497991968,3735,3735,0,747.0,0.0,"{""200"": 3735}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,29,2026-07-06T07:33:01.797,714.043,12400.0,48400.0,59500.0,87200.0,19569.863380658986,3733,3733,0,746.6,0.0,"{""200"": 3733}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,30,2026-07-06T07:33:06.797,719.043,12200.0,48500.0,67700.0,93500.0,19781.166039763568,3722,3722,0,744.4,0.0,"{""200"": 3722}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,31,2026-07-06T07:33:11.797,724.043,12400.0,47900.0,57100.0,87500.0,19568.209793952366,3737,3737,0,747.4,0.0,"{""200"": 3737}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,32,2026-07-06T07:33:16.797,729.043,12300.0,48300.0,61000.0,95000.0,19695.659163987137,3732,3732,0,746.4,0.0,"{""200"": 3732}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,33,2026-07-06T07:33:21.797,734.043,12300.0,47900.0,57000.0,86500.0,19477.587590264775,3739,3739,0,747.8,0.0,"{""200"": 3739}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,34,2026-07-06T07:33:26.797,739.043,12300.0,48700.0,60400.0,87100.0,19868.0708344513,3727,3727,0,745.4,0.0,"{""200"": 3727}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,35,2026-07-06T07:33:31.797,744.043,12300.0,48100.0,61500.0,89100.0,19656.45420460632,3734,3734,0,746.8,0.0,"{""200"": 3734}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,36,2026-07-06T07:33:36.797,749.043,12300.0,48300.0,56300.0,85800.0,19186.894891682266,3739,3739,0,747.8,0.0,"{""200"": 3739}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,37,2026-07-06T07:33:41.797,754.043,12300.0,48000.0,58800.0,92200.0,19508.061060524906,3734,3734,0,746.8,0.0,"{""200"": 3734}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,38,2026-07-06T07:33:46.797,759.043,12200.0,48300.0,65600.0,92200.0,19795.14354708881,3727,3727,0,745.4,0.0,"{""200"": 3727}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,39,2026-07-06T07:33:51.797,764.043,12400.0,48300.0,63900.0,90000.0,19871.547331724323,3729,3729,0,745.8,0.0,"{""200"": 3729}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,40,2026-07-06T07:33:56.797,769.043,12400.0,48200.0,59400.0,86700.0,19609.577314071696,3738,3738,0,747.6,0.0,"{""200"": 3738}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,41,2026-07-06T07:34:01.797,774.043,12300.0,48300.0,57400.0,87200.0,19605.728051391863,3736,3736,0,747.2,0.0,"{""200"": 3736}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,42,2026-07-06T07:34:06.797,779.043,12200.0,47900.0,66500.0,87500.0,19751.558301988178,3722,3722,0,744.4,0.0,"{""200"": 3722}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,43,2026-07-06T07:34:11.797,784.043,12400.0,48100.0,57400.0,89600.0,19751.7546209483,3733,3733,0,746.6,0.0,"{""200"": 3733}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,44,2026-07-06T07:34:16.797,789.043,12300.0,48200.0,56500.0,88100.0,19359.786096256685,3740,3740,0,748.0,0.0,"{""200"": 3740}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,45,2026-07-06T07:34:21.797,794.043,12200.0,47900.0,59000.0,90800.0,19669.364781559903,3731,3731,0,746.2,0.0,"{""200"": 3731}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,46,2026-07-06T07:34:26.797,799.043,12300.0,48700.0,66500.0,92800.0,19784.904646790223,3723,3723,0,744.6,0.0,"{""200"": 3723}"
3,prequal,20,1.5,150,2.0,2,2,750,30,5,47,2026-07-06T07:34:31.797,804.043,12300.0,48100.0,63700.00000000001,88000.0,19819.65147453083,3730,3730,0,746.0,0.0,"{""200"": 3730}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,0,2026-07-06T07:35:07.948,840.194,12400.0,50300.0,87100.0,105800.0,23692.917692097348,3657,3657,0,731.4,0.0,"{""200"": 3657}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,1,2026-07-06T07:35:12.948,845.194,12400.0,51400.0,88000.0,105100.0,24756.098226466576,3666,3665,1,733.2,0.2,"{""200"": 3665, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,2,2026-07-06T07:35:17.948,850.194,12400.0,51600.0,88300.0,111200.0,24902.909689816086,3643,3643,0,728.6,0.0,"{""200"": 3643}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,3,2026-07-06T07:35:22.948,855.194,12400.0,51300.0,88900.0,122300.0,24350.657534246577,3651,3650,1,730.2,0.2,"{""200"": 3650, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,4,2026-07-06T07:35:27.948,860.194,12300.0,51700.0,88700.0,116200.0,25001.228165938865,3664,3664,0,732.8,0.0,"{""200"": 3664}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,5,2026-07-06T07:35:32.948,865.194,12300.0,50300.0,85200.0,100200.0,23618.488308863514,3678,3678,0,735.6,0.0,"{""200"": 3678}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,6,2026-07-06T07:35:37.948,870.194,12300.0,51400.0,89600.0,101700.0,24684.145673603503,3652,3652,0,730.4,0.0,"{""200"": 3652}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,7,2026-07-06T07:35:42.948,875.194,12500.0,51600.0,88800.0,102100.0,24552.84974093264,3667,3667,0,733.4,0.0,"{""200"": 3667}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,8,2026-07-06T07:35:47.948,880.194,12300.0,51200.0,87900.0,96600.0,24807.164342357122,3657,3657,0,731.4,0.0,"{""200"": 3657}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,9,2026-07-06T07:35:52.948,885.194,12400.0,51300.0,85800.0,110800.0,24668.176855895195,3664,3664,0,732.8,0.0,"{""200"": 3664}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,10,2026-07-06T07:35:57.948,890.194,12300.0,51100.0,84200.0,96000.0,24108.611790274383,3681,3681,0,736.2,0.0,"{""200"": 3681}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,11,2026-07-06T07:36:02.948,895.194,12300.0,53700.0,93200.0,115700.0,26207.288790723356,3623,3622,1,724.6,0.2,"{""200"": 3622, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,12,2026-07-06T07:36:07.948,900.194,12400.0,51200.0,87900.0,112000.0,24768.245277853817,3654,3653,1,730.8,0.2,"{""200"": 3653, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,13,2026-07-06T07:36:12.948,905.194,12300.0,51000.0,86300.0,101000.0,24364.89651416122,3672,3672,0,734.4,0.0,"{""200"": 3672}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,14,2026-07-06T07:36:17.948,910.194,12300.0,51500.0,86000.0,95000.0,25051.978171896317,3665,3665,0,733.0,0.0,"{""200"": 3665}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,15,2026-07-06T07:36:22.948,915.194,12300.0,51300.0,89600.0,108400.0,24522.21309230348,3651,3651,0,730.2,0.0,"{""200"": 3651}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,16,2026-07-06T07:36:27.948,920.194,12400.0,52600.0,89100.0,101200.0,25647.092704333518,3646,3646,0,729.2,0.0,"{""200"": 3646}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,17,2026-07-06T07:36:32.948,925.194,12400.0,51900.0,87800.0,103900.0,25120.535226652104,3662,3662,0,732.4,0.0,"{""200"": 3662}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,18,2026-07-06T07:36:37.948,930.194,12400.0,51300.0,88100.0,106000.0,24309.180059929175,3672,3671,1,734.4,0.2,"{""200"": 3671, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,19,2026-07-06T07:36:42.948,935.194,12400.0,51500.0,88300.0,104100.0,24777.486338797815,3661,3660,1,732.2,0.2,"{""200"": 3660, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,20,2026-07-06T07:36:47.948,940.194,12400.0,52700.0,90000.0,103600.0,26217.321968655484,3638,3637,1,727.6,0.2,"{""200"": 3637, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,21,2026-07-06T07:36:52.948,945.194,12300.0,53400.0,91900.0,120400.0,26185.34626038781,3611,3610,1,722.2,0.2,"{""200"": 3610, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,22,2026-07-06T07:36:57.948,950.194,12500.0,51300.0,87000.0,107700.0,24617.663117663116,3664,3663,1,732.8,0.2,"{""200"": 3663, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,23,2026-07-06T07:37:02.948,955.194,12400.0,51800.0,86700.0,104300.0,24788.722009830693,3662,3662,0,732.4,0.0,"{""200"": 3662}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,24,2026-07-06T07:37:07.948,960.194,12400.0,51100.0,87200.0,111100.0,24395.416098226466,3665,3665,0,733.0,0.0,"{""200"": 3665}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,25,2026-07-06T07:37:12.948,965.194,12400.0,52100.0,88100.0,100700.0,25425.600436681223,3664,3664,0,732.8,0.0,"{""200"": 3664}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,26,2026-07-06T07:37:17.948,970.194,12500.0,53600.0,91300.0,107900.0,26287.11724137931,3625,3625,0,725.0,0.0,"{""200"": 3625}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,27,2026-07-06T07:37:22.948,975.194,12400.0,51600.0,88200.0,96800.0,25184.362139917695,3645,3645,0,729.0,0.0,"{""200"": 3645}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,28,2026-07-06T07:37:27.948,980.194,12400.0,51300.0,86300.0,108500.0,24569.798474945535,3672,3672,0,734.4,0.0,"{""200"": 3672}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,29,2026-07-06T07:37:32.948,985.194,12300.0,50700.0,85900.0,101100.0,23919.641401792993,3681,3681,0,736.2,0.0,"{""200"": 3681}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,30,2026-07-06T07:37:37.948,990.194,12300.0,51700.0,88200.0,100100.0,24986.748633879783,3660,3660,0,732.0,0.0,"{""200"": 3660}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,31,2026-07-06T07:37:42.948,995.194,12100.0,51300.0,86400.0,100100.0,24260.601092896173,3660,3660,0,732.0,0.0,"{""200"": 3660}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,32,2026-07-06T07:37:47.948,1000.194,12500.0,51900.0,90600.0,113600.0,25049.097867687262,3658,3658,0,731.6,0.0,"{""200"": 3658}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,33,2026-07-06T07:37:52.948,1005.194,12300.0,50700.0,86400.0,95200.0,24215.17711171662,3670,3670,0,734.0,0.0,"{""200"": 3670}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,34,2026-07-06T07:37:57.948,1010.194,12500.0,51600.0,85700.0,98100.0,24979.62356792144,3666,3666,0,733.2,0.0,"{""200"": 3666}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,35,2026-07-06T07:38:02.948,1015.194,12300.0,51300.0,89900.0,110900.0,24471.935571935574,3663,3663,0,732.6,0.0,"{""200"": 3663}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,36,2026-07-06T07:38:07.948,1020.194,12300.0,51300.0,88200.0,101900.0,25165.35195836757,3651,3651,0,730.2,0.0,"{""200"": 3651}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,37,2026-07-06T07:38:12.948,1025.194,12400.0,51300.0,87900.0,96500.0,24859.05361050328,3656,3656,0,731.2,0.0,"{""200"": 3656}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,38,2026-07-06T07:38:17.948,1030.194,12400.0,51800.0,88100.0,98400.0,24968.900437636763,3656,3656,0,731.2,0.0,"{""200"": 3656}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,39,2026-07-06T07:38:22.948,1035.194,12300.0,51700.0,89500.0,110900.0,24811.89692982456,3649,3648,1,729.8,0.2,"{""200"": 3648, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,40,2026-07-06T07:38:27.948,1040.194,12500.0,51600.0,89000.0,118400.0,24845.275267050125,3651,3651,0,730.2,0.0,"{""200"": 3651}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,41,2026-07-06T07:38:32.948,1045.194,12400.0,52900.0,88400.0,109500.0,25634.713463120373,3648,3647,1,729.6,0.2,"{""200"": 3647, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,42,2026-07-06T07:38:37.948,1050.194,12400.0,53400.0,90200.0,113600.0,26173.232462173313,3635,3635,0,727.0,0.0,"{""200"": 3635}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,43,2026-07-06T07:38:42.948,1055.194,12500.0,51000.0,87400.0,99300.0,24552.190476190477,3676,3675,1,735.2,0.2,"{""200"": 3675, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,44,2026-07-06T07:38:47.948,1060.194,12300.0,52400.0,89600.0,108800.0,25510.76122672508,3653,3652,1,730.6,0.2,"{""200"": 3652, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,45,2026-07-06T07:38:52.948,1065.194,12300.0,51700.0,88000.0,101400.0,24724.623803009577,3656,3655,1,731.2,0.2,"{""200"": 3655, ""503"": 1}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,46,2026-07-06T07:38:57.948,1070.194,12400.0,51800.0,88700.0,107200.0,25486.255144032923,3645,3645,0,729.0,0.0,"{""200"": 3645}"
4,prequal,20,1.5,150,1.4142135623730951,sqrt2,1,750,30,5,47,2026-07-06T07:39:02.948,1075.194,12300.0,53300.0,92800.0,117400.0,25692.55289914812,3639,3639,0,727.8,0.0,"{""200"": 3639}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,0,2026-07-06T07:39:39.138,1111.384,12400.0,50800.0,86900.0,103100.0,24651.153212520592,3642,3642,0,728.4,0.0,"{""200"": 3642}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,1,2026-07-06T07:39:44.138,1116.384,12300.0,51500.0,87600.0,97100.0,25232.677057697565,3657,3657,0,731.4,0.0,"{""200"": 3657}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,2,2026-07-06T07:39:49.138,1121.384,12600.0,53600.0,90900.0,102800.0,26118.70344827586,3625,3625,0,725.0,0.0,"{""200"": 3625}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,3,2026-07-06T07:39:54.138,1126.384,12400.0,52100.0,87000.0,104100.0,25014.73396998636,3665,3665,0,733.0,0.0,"{""200"": 3665}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,4,2026-07-06T07:39:59.138,1131.384,12400.0,51900.0,88400.0,122800.0,25374.862938596492,3649,3648,1,729.8,0.2,"{""200"": 3648, ""503"": 1}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,5,2026-07-06T07:40:04.138,1136.384,12500.0,51800.0,87700.0,100900.0,24971.40522875817,3672,3672,0,734.4,0.0,"{""200"": 3672}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,6,2026-07-06T07:40:09.138,1141.384,12400.0,52300.0,85300.0,93800.0,25493.690248565967,3661,3661,0,732.2,0.0,"{""200"": 3661}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,7,2026-07-06T07:40:14.138,1146.384,12400.0,52500.0,88600.0,108300.0,25431.966092425486,3657,3657,0,731.4,0.0,"{""200"": 3657}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,8,2026-07-06T07:40:19.138,1151.384,12500.0,51300.0,89300.0,110000.0,25057.025920873126,3665,3665,0,733.0,0.0,"{""200"": 3665}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,9,2026-07-06T07:40:24.138,1156.384,12400.0,51300.0,86400.0,102000.0,24623.523005717398,3673,3673,0,734.6,0.0,"{""200"": 3673}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,10,2026-07-06T07:40:29.138,1161.384,12500.0,51800.0,87300.0,103700.0,25070.3653217012,3669,3668,1,733.8,0.2,"{""200"": 3668, ""503"": 1}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,11,2026-07-06T07:40:34.138,1166.384,12400.0,51400.0,89800.0,116300.0,24910.739726027397,3650,3650,0,730.0,0.0,"{""200"": 3650}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,12,2026-07-06T07:40:39.138,1171.384,12300.0,50800.0,84300.0,97400.0,23885.219274499188,3694,3694,0,738.8,0.0,"{""200"": 3694}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,13,2026-07-06T07:40:44.138,1176.384,12600.0,51800.0,88800.0,102100.0,25414.06292749658,3655,3655,0,731.0,0.0,"{""200"": 3655}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,14,2026-07-06T07:40:49.138,1181.384,12400.0,51800.0,90100.0,111300.0,24962.15106732348,3654,3654,0,730.8,0.0,"{""200"": 3654}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,15,2026-07-06T07:40:54.138,1186.384,12500.0,52200.0,91200.0,107100.0,25327.35978112175,3655,3655,0,731.0,0.0,"{""200"": 3655}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,16,2026-07-06T07:40:59.138,1191.384,12500.0,52100.0,86500.0,103500.0,25336.56207366985,3665,3665,0,733.0,0.0,"{""200"": 3665}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,17,2026-07-06T07:41:04.138,1196.384,12500.0,51900.0,91100.0,102000.0,25589.454943851,3651,3651,0,730.2,0.0,"{""200"": 3651}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,18,2026-07-06T07:41:09.138,1201.384,12400.0,52500.0,90200.0,120400.0,25304.62886880307,3651,3651,0,730.2,0.0,"{""200"": 3651}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,19,2026-07-06T07:41:14.138,1206.384,12400.0,51300.0,84600.0,101500.0,24482.23487930567,3687,3687,0,737.4,0.0,"{""200"": 3687}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,20,2026-07-06T07:41:19.138,1211.384,12400.0,52300.0,91200.0,105500.0,25649.37020810515,3652,3652,0,730.4,0.0,"{""200"": 3652}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,21,2026-07-06T07:41:24.138,1216.384,12400.0,51000.0,85300.0,116800.0,24316.117615028586,3673,3673,0,734.6,0.0,"{""200"": 3673}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,22,2026-07-06T07:41:29.138,1221.384,12400.0,51100.0,86700.0,102300.0,24547.27668845316,3672,3672,0,734.4,0.0,"{""200"": 3672}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,23,2026-07-06T07:41:34.138,1226.384,12500.0,51700.0,89000.0,99500.0,25542.302433688816,3657,3657,0,731.4,0.0,"{""200"": 3657}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,24,2026-07-06T07:41:39.138,1231.384,12500.0,52600.0,91000.0,113200.0,25770.725034199728,3656,3655,1,731.2,0.2,"{""200"": 3655, ""503"": 1}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,25,2026-07-06T07:41:44.138,1236.384,12500.0,52600.0,88700.0,101900.0,25559.429824561405,3648,3648,0,729.6,0.0,"{""200"": 3648}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,26,2026-07-06T07:41:49.138,1241.384,12400.0,51500.0,87300.0,102600.0,24763.091997822536,3676,3674,2,735.2,0.4,"{""200"": 3674, ""503"": 2}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,27,2026-07-06T07:41:54.138,1246.384,12500.0,52200.0,89100.0,104700.0,25583.151581243183,3669,3668,1,733.8,0.2,"{""200"": 3668, ""503"": 1}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,28,2026-07-06T07:41:59.138,1251.384,12500.0,51700.0,86800.0,99700.0,25422.829055161114,3662,3662,0,732.4,0.0,"{""200"": 3662}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,29,2026-07-06T07:42:04.138,1256.384,12300.0,50900.0,85100.0,103000.0,24364.64043419267,3685,3685,0,737.0,0.0,"{""200"": 3685}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,30,2026-07-06T07:42:09.138,1261.384,12600.0,50800.0,85000.0,98500.0,24311.340766929563,3677,3677,0,735.4,0.0,"{""200"": 3677}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,31,2026-07-06T07:42:14.138,1266.384,12500.0,52900.0,92300.0,126700.0,26105.23993381136,3626,3626,0,725.2,0.0,"{""200"": 3626}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,32,2026-07-06T07:42:19.138,1271.384,12500.0,51300.0,89000.0,109800.0,24903.394470298386,3653,3653,0,730.6,0.0,"{""200"": 3653}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,33,2026-07-06T07:42:24.138,1276.384,12500.0,51200.0,85300.0,96500.0,24313.300760043432,3684,3684,0,736.8,0.0,"{""200"": 3684}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,34,2026-07-06T07:42:29.138,1281.384,12600.0,52700.0,92100.0,103700.0,25943.32229580574,3624,3624,0,724.8,0.0,"{""200"": 3624}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,35,2026-07-06T07:42:34.138,1286.384,12400.0,52200.0,90400.0,105300.0,25099.588928473553,3649,3649,0,729.8,0.0,"{""200"": 3649}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,36,2026-07-06T07:42:39.138,1291.384,12500.0,53100.0,89000.0,105400.0,26232.775644541965,3646,3646,0,729.2,0.0,"{""200"": 3646}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,37,2026-07-06T07:42:44.138,1296.384,12500.0,50900.0,83500.0,99600.0,24084.659090909092,3696,3696,0,739.2,0.0,"{""200"": 3696}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,38,2026-07-06T07:42:49.138,1301.384,12400.0,51500.0,86900.0,99000.0,24915.957446808512,3666,3666,0,733.2,0.0,"{""200"": 3666}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,39,2026-07-06T07:42:54.138,1306.384,12400.0,52800.0,87800.0,101700.0,25506.17486338798,3660,3660,0,732.0,0.0,"{""200"": 3660}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,40,2026-07-06T07:42:59.138,1311.384,12500.0,51300.0,88500.0,106700.0,24871.65117550574,3658,3658,0,731.6,0.0,"{""200"": 3658}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,41,2026-07-06T07:43:04.138,1316.384,12600.0,51100.0,83500.0,110000.0,24184.086603518266,3695,3695,0,739.0,0.0,"{""200"": 3695}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,42,2026-07-06T07:43:09.138,1321.384,12600.0,52200.0,88000.0,116300.0,24927.903798852145,3661,3659,2,732.2,0.4,"{""200"": 3659, ""503"": 2}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,43,2026-07-06T07:43:14.138,1326.384,12400.0,51400.0,88200.0,112900.0,24948.907700709995,3665,3662,3,733.0,0.6,"{""200"": 3662, ""503"": 3}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,44,2026-07-06T07:43:19.138,1331.384,12500.0,51300.0,86400.0,105500.0,25094.284933005194,3657,3657,0,731.4,0.0,"{""200"": 3657}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,45,2026-07-06T07:43:24.138,1336.384,12500.0,51200.0,86700.0,110100.0,24886.03825136612,3660,3660,0,732.0,0.0,"{""200"": 3660}"
5,prequal,20,1.5,150,1.0,1,1,750,30,5,46,2026-07-06T07:43:29.138,1341.384,12400.0,51300.0,88400.0,123900.0,25108.907103825135,3660,3660,0,732.0,0.0,"{""200"": 3660}"
