response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0113,0.0010,0.0005,0.0006,0.0089,0.0001,200,0.0649
0.0112,0.0016,0.0009,0.0001,0.0094,0.0001,200,0.0650
0.0125,0.0013,0.0009,0.0003,0.0107,0.0001,200,0.0648
0.0137,0.0014,0.0009,0.0005,0.0117,0.0000,200,0.0650
0.0138,0.0009,0.0005,0.0002,0.0122,0.0001,200,0.0649
0.0151,0.0010,0.0002,0.0002,0.0133,0.0000,200,0.0648
0.0154,0.0011,0.0005,0.0001,0.0139,0.0000,200,0.0650
0.0483,0.0017,0.0007,0.0001,0.0461,0.0000,200,0.0650
0.0081,0.0000,0.0000,0.0000,0.0080,0.0001,200,0.1265
0.0101,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.1266
0.0118,0.0000,0.0000,0.0000,0.0116,0.0001,200,0.1265
0.0123,0.0000,0.0000,0.0000,0.0121,0.0001,200,0.1267
0.0137,0.0000,0.0000,0.0000,0.0135,0.0001,200,0.1266
0.0417,0.0000,0.0000,0.0000,0.0416,0.0001,200,0.1265
0.0511,0.0000,0.0000,0.0000,0.0510,0.0001,200,0.1267
0.0097,0.0000,0.0000,0.0001,0.0094,0.0001,200,0.1894
0.0738,0.0000,0.0000,0.0000,0.0736,0.0001,200,0.1267
0.0117,0.0000,0.0000,0.0000,0.0116,0.0001,200,0.1893
0.0117,0.0000,0.0000,0.0000,0.0116,0.0001,200,0.2005
0.0459,0.0000,0.0000,0.0000,0.0458,0.0001,200,0.1894
0.0483,0.0000,0.0000,0.0000,0.0482,0.0001,200,0.1893
0.0485,0.0000,0.0000,0.0000,0.0484,0.0001,200,0.1892
0.0485,0.0000,0.0000,0.0000,0.0484,0.0001,200,0.1893
0.0611,0.0000,0.0000,0.0000,0.0610,0.0000,200,0.1893
0.0097,0.0000,0.0000,0.0000,0.0096,0.0001,200,0.2505
0.0100,0.0000,0.0000,0.0000,0.0099,0.0001,200,0.2506
0.0110,0.0000,0.0000,0.0000,0.0109,0.0001,200,0.2507
0.0113,0.0000,0.0000,0.0000,0.0112,0.0001,200,0.2506
0.0430,0.0000,0.0000,0.0000,0.0428,0.0001,200,0.2505
0.0443,0.0000,0.0000,0.0000,0.0441,0.0001,200,0.2505
0.0466,0.0000,0.0000,0.0000,0.0465,0.0001,200,0.2506
0.0511,0.0000,0.0000,0.0000,0.0509,0.0001,200,0.2505
0.0088,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.3130
0.0112,0.0000,0.0000,0.0000,0.0111,0.0001,200,0.3129
0.0404,0.0000,0.0000,0.0000,0.0403,0.0001,200,0.3130
0.0417,0.0000,0.0000,0.0000,0.0416,0.0001,200,0.3131
0.0429,0.0000,0.0000,0.0000,0.0428,0.0001,200,0.3128
0.0465,0.0000,0.0000,0.0000,0.0463,0.0001,200,0.3130
0.0467,0.0000,0.0000,0.0000,0.0465,0.0001,200,0.3129
0.0473,0.0000,0.0000,0.0000,0.0472,0.0000,200,0.3129
0.0116,0.0000,0.0000,0.0000,0.0115,0.0001,200,0.3746
0.0115,0.0000,0.0000,0.0001,0.0114,0.0001,200,0.3748
