response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0106,0.0015,0.0007,0.0001,0.0087,0.0001,200,0.0407
0.0113,0.0014,0.0011,0.0004,0.0094,0.0001,200,0.0404
0.0123,0.0010,0.0003,0.0001,0.0108,0.0001,200,0.0407
0.0124,0.0013,0.0010,0.0002,0.0109,0.0000,200,0.0406
0.0142,0.0012,0.0007,0.0002,0.0125,0.0000,200,0.0405
0.0143,0.0013,0.0007,0.0002,0.0126,0.0001,200,0.0405
0.0161,0.0014,0.0007,0.0001,0.0143,0.0000,200,0.0404
0.0163,0.0015,0.0010,0.0016,0.0130,0.0000,200,0.0403
0.0088,0.0000,0.0000,0.0000,0.0086,0.0001,200,0.0770
0.0087,0.0000,0.0000,0.0000,0.0086,0.0001,200,0.0771
0.0090,0.0000,0.0000,0.0000,0.0089,0.0001,200,0.0771
0.0095,0.0000,0.0000,0.0000,0.0094,0.0001,200,0.0771
0.0106,0.0000,0.0000,0.0000,0.0105,0.0001,200,0.0770
0.0111,0.0000,0.0000,0.0000,0.0110,0.0001,200,0.0771
0.0127,0.0000,0.0000,0.0000,0.0125,0.0001,200,0.0770
0.0127,0.0000,0.0000,0.0000,0.0126,0.0000,200,0.0770
0.0083,0.0000,0.0000,0.0000,0.0082,0.0001,200,0.1140
0.0088,0.0000,0.0000,0.0000,0.0087,0.0001,200,0.1141
0.0108,0.0000,0.0000,0.0000,0.0106,0.0001,200,0.1140
0.0107,0.0000,0.0000,0.0000,0.0105,0.0000,200,0.1142
0.0108,0.0000,0.0000,0.0000,0.0107,0.0001,200,0.1141
0.0120,0.0000,0.0000,0.0000,0.0118,0.0001,200,0.1141
0.0120,0.0000,0.0000,0.0000,0.0119,0.0001,200,0.1142
0.0124,0.0000,0.0000,0.0000,0.0122,0.0001,200,0.1141
0.0105,0.0000,0.0000,0.0000,0.0104,0.0001,200,0.1508
0.0105,0.0000,0.0000,0.0001,0.0102,0.0001,200,0.1508
0.0119,0.0000,0.0000,0.0000,0.0117,0.0001,200,0.1508
0.0120,0.0000,0.0000,0.0000,0.0118,0.0001,200,0.1508
0.0122,0.0000,0.0000,0.0000,0.0121,0.0001,200,0.1509
0.0124,0.0000,0.0000,0.0000,0.0123,0.0001,200,0.1508
0.0125,0.0000,0.0000,0.0000,0.0124,0.0000,200,0.1507
0.0140,0.0000,0.0000,0.0000,0.0139,0.0001,200,0.1508
0.0093,0.0000,0.0000,0.0000,0.0091,0.0001,200,0.1873
0.0108,0.0000,0.0000,0.0000,0.0107,0.0001,200,0.1873
0.0111,0.0000,0.0000,0.0000,0.0109,0.0001,200,0.1871
0.0113,0.0000,0.0000,0.0000,0.0111,0.0000,200,0.1870
0.0112,0.0000,0.0000,0.0000,0.0111,0.0001,200,0.1871
0.0130,0.0000,0.0000,0.0000,0.0126,0.0001,200,0.1870
0.0129,0.0000,0.0000,0.0000,0.0128,0.0001,200,0.1871
0.0145,0.0000,0.0000,0.0000,0.0144,0.0001,200,0.1871
0.0090,0.0000,0.0000,0.0000,0.0088,0.0001,200,0.2240
0.0105,0.0000,0.0000,0.0000,0.0104,0.0000,200,0.2242
0.0106,0.0000,0.0000,0.0000,0.0105,0.0000,200,0.2242
0.0110,0.0000,0.0000,0.0000,0.0109,0.0000,200,0.2242
0.0125,0.0000,0.0000,0.0000,0.0124,0.0000,200,0.2242
0.0127,0.0000,0.0000,0.0001,0.0125,0.0000,200,0.2240
0.0131,0.0000,0.0000,0.0000,0.0129,0.0001,200,0.2241
0.0146,0.0000,0.0000,0.0000,0.0145,0.0001,200,0.2241
