phase,servers,load_frac,load_pct,qrif,qrif_label,qrif_runtime,probe_rate,target_qps,timestamp,elapsed_s,rif_p50,rif_p90,rif_p99,rif_limit,sample_count,rif_values
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:46.148,34.567,0.0,3.0,8.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 8.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:46.649,35.068,3.0,8.0,9.0,0.0,20,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 4.0, 5.0, 5.0, 6.0, 6.0, 8.0, 8.0, 9.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:47.160,35.579,5.0,9.0,10.0,3.0,20,"[3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 9.0, 10.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:47.662,36.081,0.0,1.0,3.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 3.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:48.163,36.583,1.0,4.0,6.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:48.666,37.085,5.0,7.0,8.0,3.0,20,"[3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:49.168,37.588,3.0,6.0,9.0,1.0,20,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 7.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:49.670,38.089,0.0,3.0,5.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:50.172,38.591,3.0,6.0,10.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 6.0, 6.0, 8.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:50.676,39.095,5.0,9.0,11.0,2.0,20,"[2.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 9.0, 9.0, 11.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:51.178,39.597,0.0,2.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:51.679,40.098,2.0,6.0,7.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 5.0, 6.0, 7.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:52.181,40.6,5.0,8.0,10.0,1.0,20,"[1.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:52.690,41.109,3.0,5.0,7.0,0.0,20,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:53.192,41.611,0.0,5.0,7.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.0, 3.0, 5.0, 5.0, 6.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:53.694,42.113,3.0,6.0,8.0,0.0,20,"[0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 6.0, 6.0, 8.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:54.201,42.62,5.0,9.0,9.0,3.0,20,"[3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:54.702,43.121,0.0,1.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:55.204,43.623,1.0,6.0,9.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:55.706,44.125,5.0,7.0,11.0,3.0,20,"[3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 8.0, 11.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:56.213,44.633,3.0,6.0,10.0,0.0,20,"[0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:56.715,45.134,0.0,4.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:57.217,45.636,0.0,8.0,10.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 3.0, 5.0, 6.0, 8.0, 9.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:57.719,46.138,5.0,7.0,9.0,1.0,20,"[1.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 9.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:58.220,46.64,0.0,1.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 4.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:58.722,47.141,1.0,4.0,5.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:59.224,47.643,4.0,8.0,10.0,0.0,20,"[0.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:56:59.735,48.154,3.0,8.0,10.0,1.0,20,"[1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 7.0, 7.0, 8.0, 9.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:00.237,48.656,0.0,2.0,3.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 3.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:00.738,49.157,1.0,6.0,9.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 6.0, 8.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:01.242,49.661,6.0,9.0,10.0,2.0,20,"[2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 9.0, 9.0, 10.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:01.743,50.163,0.0,1.0,3.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 3.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:02.245,50.664,0.0,5.0,7.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:02.747,51.166,4.0,7.0,9.0,3.0,20,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:03.254,51.674,4.0,8.0,9.0,2.0,20,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 8.0, 9.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:03.756,52.175,0.0,2.0,7.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:04.258,52.677,2.0,4.0,10.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 6.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:04.760,53.179,5.0,8.0,9.0,2.0,20,"[2.0, 3.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 9.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:05.262,53.681,0.0,3.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:05.763,54.182,0.0,5.0,7.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 5.0, 7.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:06.265,54.684,5.0,8.0,9.0,1.0,20,"[1.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 7.0, 7.0, 8.0, 9.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:06.776,55.195,5.0,8.0,12.0,2.0,20,"[2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 12.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:07.278,55.697,0.0,4.0,6.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 4.0, 5.0, 6.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:07.779,56.199,2.0,4.0,8.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 6.0, 8.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:08.281,56.7,6.0,8.0,11.0,2.0,20,"[2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0, 9.0, 11.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:08.783,57.202,0.0,1.0,6.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 6.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:09.285,57.704,1.0,4.0,8.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 8.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:09.786,58.205,4.0,7.0,12.0,0.0,20,"[0.0, 0.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 8.0, 12.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:10.289,58.708,2.0,5.0,9.0,0.0,20,"[0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:10.790,59.21,0.0,4.0,5.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:11.292,59.711,3.0,7.0,9.0,0.0,20,"[0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 7.0, 7.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:11.794,60.213,6.0,8.0,9.0,1.0,20,"[1.0, 2.0, 3.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:12.296,60.715,0.0,2.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 4.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:12.798,61.217,0.0,5.0,9.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 3.0, 4.0, 4.0, 5.0, 5.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:13.299,61.718,6.0,7.0,10.0,2.0,20,"[2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 10.0, 10.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:13.801,62.22,0.0,1.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:14.303,62.722,0.0,2.0,3.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:14.804,63.223,4.0,7.0,9.0,1.0,20,"[1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 7.0, 9.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:15.310,63.729,4.0,6.0,7.0,1.0,20,"[1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:15.812,64.231,0.0,2.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 4.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:16.313,64.732,3.0,6.0,7.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 3.0, 3.0, 3.0, 4.0, 4.0, 5.0, 5.0, 6.0, 6.0, 7.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:16.821,65.24,5.0,8.0,8.0,2.0,20,"[2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:17.342,65.761,5.0,7.0,9.0,1.0,20,"[1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 9.0]"
1,20,0.75,75,0.0,0,0.0,3.0,1125,2026-07-08T12:57:17.844,66.263,0.0,2.0,4.0,0.0,20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 4.0]"
