phase,algo,servers,load_frac,load_pct,target_qps,host,server_index,timestamp,elapsed_s,host_cpu_pct
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T12:56:48,37.03,20.56261343012704
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T12:56:48,37.03,11.534334763948495
1,prequal,20,0.75,75,1125,bhost1,1,2026-07-08T12:56:48,37.03,15.863817457442952
1,prequal,20,0.75,75,1125,bhost5,5,2026-07-08T12:56:48,37.03,15.821868211440982
1,prequal,20,0.75,75,1125,bhost2,2,2026-07-08T12:56:48,37.03,31.294835007173603
1,prequal,20,0.75,75,1125,bhost4,4,2026-07-08T12:56:48,37.03,26.418503794723524
1,prequal,20,0.75,75,1125,bhost6,6,2026-07-08T12:56:48,37.03,30.60931899641577
1,prequal,20,0.75,75,1125,bhost3,3,2026-07-08T12:56:48,37.03,17.019352504973774
1,prequal,20,0.75,75,1125,bhost9,9,2026-07-08T12:56:48,37.03,18.67100036114121
1,prequal,20,0.75,75,1125,bhost8,8,2026-07-08T12:56:48,37.03,29.837121890102026
1,prequal,20,0.75,75,1125,bhost16,16,2026-07-08T12:56:48,37.03,30.516953863257367
1,prequal,20,0.75,75,1125,bhost15,15,2026-07-08T12:56:48,37.03,16.882876204596
1,prequal,20,0.75,75,1125,bhost14,14,2026-07-08T12:56:48,37.03,30.20620471855843
1,prequal,20,0.75,75,1125,bhost11,11,2026-07-08T12:56:48,37.03,16.160118606375097
1,prequal,20,0.75,75,1125,bhost13,13,2026-07-08T12:56:48,37.03,16.936534524474222
1,prequal,20,0.75,75,1125,bhost20,20,2026-07-08T12:56:48,37.03,29.615884208573018
1,prequal,20,0.75,75,1125,bhost17,17,2026-07-08T12:56:48,37.03,16.41320474777448
1,prequal,20,0.75,75,1125,bhost12,12,2026-07-08T12:56:48,37.03,30.1760889712697
1,prequal,20,0.75,75,1125,bhost18,18,2026-07-08T12:56:48,37.03,28.831845238095234
1,prequal,20,0.75,75,1125,bhost19,19,2026-07-08T12:56:48,37.03,17.2573761365745
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T12:56:55,43.779,9.761066864234113
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T12:56:55,43.779,20.19604216756057
1,prequal,20,0.75,75,1125,bhost6,6,2026-07-08T12:56:55,43.779,29.922423346878467
1,prequal,20,0.75,75,1125,bhost2,2,2026-07-08T12:56:55,43.779,27.945256149435917
1,prequal,20,0.75,75,1125,bhost4,4,2026-07-08T12:56:55,43.779,28.915884410086512
1,prequal,20,0.75,75,1125,bhost5,5,2026-07-08T12:56:55,43.779,16.182188483614148
1,prequal,20,0.75,75,1125,bhost3,3,2026-07-08T12:56:55,43.779,18.027649769585253
1,prequal,20,0.75,75,1125,bhost8,8,2026-07-08T12:56:55,43.779,30.97524935352789
1,prequal,20,0.75,75,1125,bhost9,9,2026-07-08T12:56:55,43.779,16.70979667282809
1,prequal,20,0.75,75,1125,bhost1,1,2026-07-08T12:56:55,43.779,16.817593790426912
1,prequal,20,0.75,75,1125,bhost11,11,2026-07-08T12:56:55,43.779,16.788321167883215
1,prequal,20,0.75,75,1125,bhost14,14,2026-07-08T12:56:55,43.779,30.67327095945698
1,prequal,20,0.75,75,1125,bhost12,12,2026-07-08T12:56:55,43.779,30.15232152688567
1,prequal,20,0.75,75,1125,bhost15,15,2026-07-08T12:56:55,43.779,18.108058270330073
1,prequal,20,0.75,75,1125,bhost18,18,2026-07-08T12:56:55,43.779,31.7291857273559
1,prequal,20,0.75,75,1125,bhost17,17,2026-07-08T12:56:55,43.779,18.068077276908923
1,prequal,20,0.75,75,1125,bhost19,19,2026-07-08T12:56:55,43.779,15.432665809296342
1,prequal,20,0.75,75,1125,bhost20,20,2026-07-08T12:56:55,43.779,28.06534508076358
1,prequal,20,0.75,75,1125,bhost16,16,2026-07-08T12:56:55,43.779,30.732600732600734
1,prequal,20,0.75,75,1125,bhost13,13,2026-07-08T12:56:55,43.779,16.816431322207958
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T12:57:02,50.617,20.32017464071312
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T12:57:02,50.617,10.331562557244922
1,prequal,20,0.75,75,1125,bhost1,1,2026-07-08T12:57:02,50.617,16.251374129717846
1,prequal,20,0.75,75,1125,bhost2,2,2026-07-08T12:57:02,50.617,28.743828853538123
1,prequal,20,0.75,75,1125,bhost8,8,2026-07-08T12:57:02,50.617,30.03642987249545
1,prequal,20,0.75,75,1125,bhost9,9,2026-07-08T12:57:02,50.617,16.587417702999264
1,prequal,20,0.75,75,1125,bhost3,3,2026-07-08T12:57:02,50.617,18.283105022831048
1,prequal,20,0.75,75,1125,bhost6,6,2026-07-08T12:57:02,50.617,29.859206436277198
1,prequal,20,0.75,75,1125,bhost4,4,2026-07-08T12:57:02,50.617,30.941540702968496
1,prequal,20,0.75,75,1125,bhost5,5,2026-07-08T12:57:02,50.617,16.794032023289663
1,prequal,20,0.75,75,1125,bhost14,14,2026-07-08T12:57:02,50.617,29.192660550458715
1,prequal,20,0.75,75,1125,bhost12,12,2026-07-08T12:57:02,50.617,30.44117647058824
1,prequal,20,0.75,75,1125,bhost17,17,2026-07-08T12:57:02,50.617,16.857459379615957
1,prequal,20,0.75,75,1125,bhost15,15,2026-07-08T12:57:02,50.617,17.09511568123393
1,prequal,20,0.75,75,1125,bhost11,11,2026-07-08T12:57:02,50.617,15.839243498817968
1,prequal,20,0.75,75,1125,bhost20,20,2026-07-08T12:57:02,50.617,29.49189985272459
1,prequal,20,0.75,75,1125,bhost18,18,2026-07-08T12:57:02,50.617,31.611836059547883
1,prequal,20,0.75,75,1125,bhost13,13,2026-07-08T12:57:02,50.617,18.00554016620498
1,prequal,20,0.75,75,1125,bhost16,16,2026-07-08T12:57:02,50.617,30.642473615997034
1,prequal,20,0.75,75,1125,bhost19,19,2026-07-08T12:57:02,50.617,16.869693613879654
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T12:57:08,57.395,21.735109137994822
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T12:57:08,57.395,10.011102886750557
1,prequal,20,0.75,75,1125,bhost2,2,2026-07-08T12:57:08,57.395,28.96144622763328
1,prequal,20,0.75,75,1125,bhost1,1,2026-07-08T12:57:08,57.395,16.174298375184637
1,prequal,20,0.75,75,1125,bhost9,9,2026-07-08T12:57:08,57.395,16.33480825958702
1,prequal,20,0.75,75,1125,bhost3,3,2026-07-08T12:57:08,57.395,17.20251293422025
1,prequal,20,0.75,75,1125,bhost4,4,2026-07-08T12:57:08,57.395,31.24079528718704
1,prequal,20,0.75,75,1125,bhost8,8,2026-07-08T12:57:08,57.395,30.986950928138214
1,prequal,20,0.75,75,1125,bhost5,5,2026-07-08T12:57:08,57.395,17.97712002905393
1,prequal,20,0.75,75,1125,bhost6,6,2026-07-08T12:57:08,57.395,29.316254735702685
1,prequal,20,0.75,75,1125,bhost12,12,2026-07-08T12:57:08,57.395,29.708842559309844
1,prequal,20,0.75,75,1125,bhost16,16,2026-07-08T12:57:08,57.395,30.687544996400284
1,prequal,20,0.75,75,1125,bhost14,14,2026-07-08T12:57:08,57.395,30.506351762390405
1,prequal,20,0.75,75,1125,bhost11,11,2026-07-08T12:57:08,57.395,17.01058675758119
1,prequal,20,0.75,75,1125,bhost17,17,2026-07-08T12:57:08,57.395,16.322128348013663
1,prequal,20,0.75,75,1125,bhost20,20,2026-07-08T12:57:08,57.395,29.29833958221746
1,prequal,20,0.75,75,1125,bhost13,13,2026-07-08T12:57:08,57.395,17.24137931034483
1,prequal,20,0.75,75,1125,bhost15,15,2026-07-08T12:57:08,57.395,16.281154742693204
1,prequal,20,0.75,75,1125,bhost19,19,2026-07-08T12:57:08,57.395,17.12034383954155
1,prequal,20,0.75,75,1125,bhost18,18,2026-07-08T12:57:08,57.395,28.872987477638645
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T12:57:15,64.387,11.699981661470748
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T12:57:15,64.387,20.951509606587372
1,prequal,20,0.75,75,1125,bhost2,2,2026-07-08T12:57:15,64.387,29.640445336740285
1,prequal,20,0.75,75,1125,bhost4,4,2026-07-08T12:57:15,64.387,29.331140350877195
1,prequal,20,0.75,75,1125,bhost5,5,2026-07-08T12:57:15,64.387,15.886976047904188
1,prequal,20,0.75,75,1125,bhost3,3,2026-07-08T12:57:15,64.387,16.131400256927876
1,prequal,20,0.75,75,1125,bhost8,8,2026-07-08T12:57:15,64.387,28.777109531620194
1,prequal,20,0.75,75,1125,bhost6,6,2026-07-08T12:57:15,64.387,31.212065477285268
1,prequal,20,0.75,75,1125,bhost1,1,2026-07-08T12:57:15,64.387,15.441574860032503
1,prequal,20,0.75,75,1125,bhost9,9,2026-07-08T12:57:15,64.387,16.981132075471695
1,prequal,20,0.75,75,1125,bhost12,12,2026-07-08T12:57:15,64.387,28.37786977794505
1,prequal,20,0.75,75,1125,bhost16,16,2026-07-08T12:57:15,64.387,29.005472730703907
1,prequal,20,0.75,75,1125,bhost14,14,2026-07-08T12:57:15,64.387,30.024486720663024
1,prequal,20,0.75,75,1125,bhost11,11,2026-07-08T12:57:15,64.387,17.57290686735654
1,prequal,20,0.75,75,1125,bhost15,15,2026-07-08T12:57:15,64.387,17.17305151915456
1,prequal,20,0.75,75,1125,bhost17,17,2026-07-08T12:57:15,64.387,17.30950141110066
1,prequal,20,0.75,75,1125,bhost13,13,2026-07-08T12:57:15,64.387,17.5530915241496
1,prequal,20,0.75,75,1125,bhost19,19,2026-07-08T12:57:15,64.387,17.138103161397666
1,prequal,20,0.75,75,1125,bhost18,18,2026-07-08T12:57:15,64.387,28.99058866949622
1,prequal,20,0.75,75,1125,bhost20,20,2026-07-08T12:57:15,64.387,27.986725663716815
1,prequal,20,0.75,75,1125,bhost10,10,2026-07-08T12:57:22,71.167,20.026056206960728
1,prequal,20,0.75,75,1125,bhost7,7,2026-07-08T12:57:22,71.167,11.115255501678478
1,prequal,20,0.75,75,1125,bhost1,1,2026-07-08T12:57:22,71.167,17.045885475919608
1,prequal,20,0.75,75,1125,bhost8,8,2026-07-08T12:57:22,71.167,29.699458652230724
1,prequal,20,0.75,75,1125,bhost4,4,2026-07-08T12:57:22,71.167,29.377901578458676
1,prequal,20,0.75,75,1125,bhost5,5,2026-07-08T12:57:22,71.167,16.930527100018622
1,prequal,20,0.75,75,1125,bhost6,6,2026-07-08T12:57:22,71.167,31.498586239396797
