phase,algo,servers,load_frac,load_pct,qrif,qrif_label,qrif_runtime,probe_rate,target_qps,workers,bin_seconds,bin_index,timestamp,elapsed_s,p50_us,p90_us,p99_us,p99_9_us,avg_us,total_responses,ok_responses,error_responses,response_qps,error_qps,status_dist
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,0,2026-07-08T12:56:39,27.7,53500.0,95000.0,137600.0,169400.0,58234.66981132075,5520,5512,8,1104.0,1.6,"{""200"": 5512, ""503"": 8}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,1,2026-07-08T12:56:44,32.7,52400.0,92300.0,135200.0,162200.0,56813.63394283685,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,2,2026-07-08T12:56:49,37.7,53300.0,92800.0,135700.0,164700.0,57917.91230250311,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,3,2026-07-08T12:56:54,42.7,53000.0,94000.0,135900.0,164300.0,58149.192259897034,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,4,2026-07-08T12:56:59,47.7,52700.0,95600.0,140300.0,167500.0,57841.00195416593,5640,5629,11,1128.0,2.2,"{""200"": 5629, ""503"": 11}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,5,2026-07-08T12:57:04,52.7,53500.0,95000.0,136600.0,162900.0,58289.14356787491,5637,5628,9,1127.4,1.8,"{""200"": 5628, ""503"": 9}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,6,2026-07-08T12:57:09,57.7,52700.0,94300.0,138100.0,166800.0,57676.0896637609,5634,5621,13,1126.8,2.6,"{""200"": 5621, ""503"": 13}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,7,2026-07-08T12:57:14,62.7,52300.0,92800.0,132400.0,159200.0,57073.202969400685,5529,5523,6,1105.8,1.2,"{""200"": 5523, ""503"": 6}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,8,2026-07-08T12:57:19,67.7,52400.0,93200.0,135400.0,159500.0,57335.65850195243,5640,5634,6,1128.0,1.2,"{""200"": 5634, ""503"": 6}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,9,2026-07-08T12:57:24,72.7,52900.0,92400.0,136500.0,164100.0,57796.14359338902,5640,5627,13,1128.0,2.6,"{""200"": 5627, ""503"": 13}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,10,2026-07-08T12:57:29,77.7,53100.0,93300.0,137400.0,163800.0,57660.55812300036,5640,5626,14,1128.0,2.8,"{""200"": 5626, ""503"": 14}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,11,2026-07-08T12:57:34,82.7,53800.0,95800.0,135300.0,163400.0,58375.430498846086,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,12,2026-07-08T12:57:39,87.7,52900.0,92900.0,135100.0,165000.0,57551.67820990943,5640,5631,9,1128.0,1.8,"{""200"": 5631, ""503"": 9}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,13,2026-07-08T12:57:44,92.7,52800.0,93500.0,135100.0,164900.0,57342.169744318184,5637,5632,5,1127.4,1.0,"{""200"": 5632, ""503"": 5}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,14,2026-07-08T12:57:49,97.7,52700.0,94600.0,140700.0,168400.0,57905.060369318184,5638,5632,6,1127.6,1.2,"{""200"": 5632, ""503"": 6}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,15,2026-07-08T12:57:54,102.7,54000.0,94900.0,136400.0,167400.0,58773.47234814143,5525,5515,10,1105.0,2.0,"{""200"": 5515, ""503"": 10}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,16,2026-07-08T12:57:59,107.7,53100.0,95100.0,135200.0,159800.0,57993.55125244271,5640,5629,11,1128.0,2.2,"{""200"": 5629, ""503"": 11}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,17,2026-07-08T12:58:04,112.7,53000.0,94500.0,135500.0,172300.0,58178.259325044404,5640,5630,10,1128.0,2.0,"{""200"": 5630, ""503"": 10}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,18,2026-07-08T12:58:09,117.7,52700.0,94600.0,137100.0,163100.0,57624.942263279445,5639,5629,10,1127.8,2.0,"{""200"": 5629, ""503"": 10}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,19,2026-07-08T12:58:14,122.7,53100.0,93000.0,132500.0,164100.0,57776.82060390764,5641,5630,11,1128.2,2.2,"{""200"": 5630, ""503"": 11}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,20,2026-07-08T12:58:19,127.7,52600.0,92800.0,135800.0,164500.0,57477.84877529286,5640,5634,6,1128.0,1.2,"{""200"": 5634, ""503"": 6}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,21,2026-07-08T12:58:24,132.7,52300.0,93400.0,134500.0,159100.0,57148.828125,5637,5632,5,1127.4,1.0,"{""200"": 5632, ""503"": 5}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,22,2026-07-08T12:58:29,137.7,53300.0,93900.0,137600.0,167800.0,58095.29056335525,5640,5627,13,1128.0,2.6,"{""200"": 5627, ""503"": 13}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,23,2026-07-08T12:58:34,142.7,52700.0,92300.0,135000.0,159400.0,57102.448757482314,5523,5513,10,1104.6,2.0,"{""200"": 5513, ""503"": 10}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,24,2026-07-08T12:58:39,147.7,52600.0,92000.0,138200.0,170300.0,57493.60341151386,5640,5628,12,1128.0,2.4,"{""200"": 5628, ""503"": 12}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,25,2026-07-08T12:58:44,152.7,52500.0,93300.0,136500.0,165300.0,57445.19452833541,5640,5629,11,1128.0,2.2,"{""200"": 5629, ""503"": 11}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,26,2026-07-08T12:58:49,157.7,53500.0,93500.0,137500.0,163600.0,58014.04225102077,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,27,2026-07-08T12:58:54,162.7,53400.0,92100.0,135500.0,157300.0,57431.801242236026,5640,5635,5,1128.0,1.0,"{""200"": 5635, ""503"": 5}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,28,2026-07-08T12:58:59,167.7,52400.0,91600.0,134900.0,162700.0,57046.19758351101,5640,5628,12,1128.0,2.4,"{""200"": 5628, ""503"": 12}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,29,2026-07-08T12:59:04,172.7,53300.0,93400.0,133500.0,163600.0,57639.61292613636,5640,5632,8,1128.0,1.6,"{""200"": 5632, ""503"": 8}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,30,2026-07-08T12:59:09,177.7,52600.0,93700.0,138900.0,161900.0,57513.4765625,5636,5632,4,1127.2,0.8,"{""200"": 5632, ""503"": 4}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,31,2026-07-08T12:59:14,182.7,52500.0,93300.0,132300.0,166900.0,57237.803552011595,5524,5518,6,1104.8,1.2,"{""200"": 5518, ""503"": 6}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,32,2026-07-08T12:59:19,187.7,52500.0,93600.0,136400.0,162500.0,57479.74436357181,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,33,2026-07-08T12:59:24,192.7,53200.0,92300.0,132200.0,155900.0,57532.40461401952,5640,5635,5,1128.0,1.0,"{""200"": 5635, ""503"": 5}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,34,2026-07-08T12:59:29,197.7,52900.0,92700.0,135200.0,167000.0,57537.59758694109,5640,5636,4,1128.0,0.8,"{""200"": 5636, ""503"": 4}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,35,2026-07-08T12:59:34,202.7,52700.0,91600.0,131900.0,155800.0,56831.15568968578,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,36,2026-07-08T12:59:39,207.7,52400.0,93900.0,135400.0,165100.0,57633.88444444445,5640,5625,15,1128.0,3.0,"{""200"": 5625, ""503"": 15}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,37,2026-07-08T12:59:44,212.7,53100.0,91500.0,133000.0,162900.0,57453.68307581746,5634,5566,68,1126.8,13.6,"{""200"": 5566, ""503"": 68}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,38,2026-07-08T12:59:49,217.7,52800.0,93800.0,135400.0,167800.0,57597.26222222222,5636,5625,11,1127.2,2.2,"{""200"": 5625, ""503"": 11}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,39,2026-07-08T12:59:54,222.7,52700.0,93900.0,136300.0,164400.0,57688.266231410955,5530,5514,16,1106.0,3.2,"{""200"": 5514, ""503"": 16}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,40,2026-07-08T12:59:59,227.7,52700.0,93200.0,136800.0,161000.0,57530.552103674774,5640,5633,7,1128.0,1.4,"{""200"": 5633, ""503"": 7}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,41,2026-07-08T13:00:04,232.7,53600.0,96200.0,139900.0,165000.0,58688.596802841916,5640,5630,10,1128.0,2.0,"{""200"": 5630, ""503"": 10}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,42,2026-07-08T13:00:09,237.7,53400.0,93700.0,135100.0,164100.0,57858.21479374111,5638,5624,14,1127.6,2.8,"{""200"": 5624, ""503"": 14}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,43,2026-07-08T13:00:14,242.7,54400.0,92900.0,132600.0,158000.0,58423.57434713093,5641,5629,12,1128.2,2.4,"{""200"": 5629, ""503"": 12}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,44,2026-07-08T13:00:19,247.7,53400.0,93700.0,137100.0,165900.0,57959.5491657792,5640,5634,6,1128.0,1.2,"{""200"": 5634, ""503"": 6}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,45,2026-07-08T13:00:24,252.7,53600.0,93200.0,140100.0,164100.0,57898.96852214121,5632,5623,9,1126.4,1.8,"{""200"": 5623, ""503"": 9}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,46,2026-07-08T13:00:29,257.7,52800.0,94600.0,140200.0,163800.0,58016.850142045456,5641,5632,9,1128.2,1.8,"{""200"": 5632, ""503"": 9}"
1,prequal,20,0.75,75,0.0,0,0.0,3.0,1125,120,5,47,2026-07-08T13:00:34,262.7,53600.0,93200.0,137900.0,164700.0,57889.99818807755,5528,5519,9,1105.6,1.8,"{""200"": 5519, ""503"": 9}"
2,prequal,20,0.75,75,0.35,.35,0.35,3.0,1125,120,5,0,2026-07-08T13:01:14,302.729,52700.0,92000.0,133700.0,160700.0,57157.46187363834,5520,5508,12,1104.0,2.4,"{""200"": 5508, ""503"": 12}"
2,prequal,20,0.75,75,0.35,.35,0.35,3.0,1125,120,5,1,2026-07-08T13:01:19,307.729,53200.0,94200.0,134500.0,163100.0,57710.83096590909,5640,5632,8,1128.0,1.6,"{""200"": 5632, ""503"": 8}"
