phase,algo,servers,load_frac,load_pct,target_qps,host,server_index,timestamp,elapsed_s,host_cpu_pct
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:11:57,11.041,1.4645703209132055
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:11:57,11.041,1.5298427063132891
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:11:57,11.041,0.9016745384285096
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:11:57,11.041,1.0510510510510551
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:11:57,11.041,1.4825956166738319
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:03,16.885,1.4778325123152691
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:03,16.885,1.5239321742863243
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:03,16.885,1.04857693130751
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:03,16.885,1.4778325123152691
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:03,16.885,0.8563476771569212
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:09,22.737,1.6580534022394455
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:09,22.737,1.5500538213132353
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:09,22.737,1.4248704663212486
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:09,22.737,0.861697544161999
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:09,22.737,0.8591065292096189
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:15,28.571,1.5203426124197006
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:15,28.571,1.5631691648822277
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:15,28.571,0.9415792852557225
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:15,28.571,1.2864493996569415
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:15,28.571,0.8550662676357401
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:21,34.429,1.206376561826794
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:21,34.429,1.5907136715391235
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:21,34.429,1.6741790083708907
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:21,34.429,0.943193997856373
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:21,34.429,1.0488013698630172
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:26,40.277,1.4185945002182399
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:26,40.277,1.4577893820713617
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:26,40.277,1.524058349662527
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:26,40.277,1.064060803474487
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:26,40.277,0.9774109470026104
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:32,46.047,1.4970709481449296
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:32,46.047,1.4233340521889182
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:32,46.047,1.4941533131225593
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:32,46.047,0.9915930157361474
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:32,46.047,0.927723840345196
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:38,51.857,0.9989142236699222
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:38,51.857,1.3940318013504704
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:38,51.857,1.3897937024972884
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:38,51.857,1.650738488271064
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:38,51.857,0.8684324793747256
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:44,57.629,1.5073212747631404
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:44,57.629,1.4427217915589985
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:44,57.629,1.6139444803098812
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:44,57.629,0.8811519449817284
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:44,57.629,0.9631849315068441
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:50,63.468,1.2048192771084376
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:50,63.468,1.5907136715391235
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:50,63.468,0.8581849388543228
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:50,63.468,1.588323674608283
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:50,63.468,1.0066395373741654
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:12:55,69.321,1.3548387096774195
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:12:55,69.321,0.8805841924398594
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:12:55,69.321,0.9421841541755849
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:12:55,69.321,1.5682062298603694
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:12:55,69.321,1.4816405411208988
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:01,75.161,1.4851485148514865
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:01,75.161,1.0101010101010055
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:01,75.161,1.6375781081663487
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:01,75.161,1.4845094664371783
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:01,75.161,1.0515021459227447
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:07,80.993,1.2704565030146386
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:07,80.993,1.5675327464032662
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:07,80.993,1.5477214101461745
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:07,80.993,0.9869126796824723
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:07,80.993,0.985643882579812
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:13,86.841,0.68640068640069
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:13,86.841,1.519691780821919
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:13,86.841,1.4102564102564052
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:13,86.841,0.9810194071230516
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:13,86.841,1.5190415062045326
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:19,92.712,1.3350559862187805
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:19,92.712,0.9873363382700173
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:19,92.712,0.9184109354976489
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:19,92.712,1.4825956166738319
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:19,92.712,1.4611087236785614
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:25,98.56,1.7363344051446905
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:25,98.56,1.3499035783158364
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:25,98.56,0.8137044967880036
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:25,98.56,1.6505894962486556
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:25,98.56,0.8336896109448433
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:31,104.421,0.9575625680087074
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:31,104.421,1.5454941227688312
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:31,104.421,1.4801915542011268
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:31,104.421,0.933362274799221
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:31,104.421,1.5845452572172736
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:36,110.197,1.482127288578905
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:36,110.197,1.3906996957844364
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:36,110.197,0.7797270955165692
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:36,110.197,0.9978308026030391
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:36,110.197,1.6034669555796355
1,wrr,5,0.75,75,94,bhost5,5,2026-07-06T19:13:42,115.975,1.304254864229204
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:42,115.975,1.5141821283855883
1,wrr,5,0.75,75,94,bhost2,2,2026-07-06T19:13:42,115.975,1.0012782275245047
1,wrr,5,0.75,75,94,bhost4,4,2026-07-06T19:13:42,115.975,1.0000000000000009
1,wrr,5,0.75,75,94,bhost3,3,2026-07-06T19:13:42,115.975,1.4915832090347303
1,wrr,5,0.75,75,94,bhost1,1,2026-07-06T19:13:48,121.861,1.544821583986078
